idrealestate;type;typeOfOffer;city;municipality;squareFootage;constructionYear;landArea;floorInfo;registration;heatingType;roomNo;bathroomNo;price;country;con;pl;pumpaIliKalorimetri
496;home;sale;Tivat;Meštrovići;480;2019;NULL;NULL;NULL;NULL;4;NULL;2000000;"Crna Gora";Novogradnja;yes;NULL
8053;flat;sale;Beograd;Senjak;351;2020;NULL;"- / 2";Da;Centralno;4;NULL;1824260;Srbija;Novogradnja;NULL;NULL
7910;flat;sale;Beograd;Senjak;290;2020;NULL;"2 / 2";Da;Centralno;4;NULL;1510280;Srbija;Novogradnja;NULL;NULL
7915;flat;sale;Beograd;Senjak;273;2020;NULL;"1 / 2";Da;Centralno;4;NULL;1418400;Srbija;Novogradnja;NULL;NULL
7912;flat;sale;Beograd;Senjak;262;2020;NULL;"- / 2";Da;Centralno;4;NULL;1361040;Srbija;Novogradnja;NULL;NULL
7542;flat;sale;Beograd;Senjak;273;2020;NULL;"1 / 2";Da;"Centralno, Klima";5;4;1146600;Srbija;Novogradnja;NULL;NULL
3050;home;sale;Beograd;Košutnjak;365;2019;NULL;NULL;Da;Samostalno;7;NULL;700000;Srbija;Standardna;NULL;NULL
3163;home;sale;Beograd;Košutnjak;365;2019;NULL;NULL;Da;Samostalno;7;NULL;700000;Srbija;Standardna;NULL;NULL
3249;home;sale;Beograd;Košutnjak;365;2019;NULL;NULL;Da;Samostalno;7;NULL;700000;Srbija;Standardna;NULL;NULL
5167;flat;sale;Beograd;Čubura;205;2019;NULL;"6 / 6";Da;"Centralno, Klima";3;3;600000;Srbija;Novogradnja;NULL;NULL
9954;flat;sale;Beograd;"Vračar (Hram)";171;2020;NULL;"1 / 6";NULL;Samostalno;4;NULL;544285;Srbija;Novogradnja;NULL;NULL
9625;flat;sale;Beograd;"Kalenić pijaca";145;2020;NULL;"3 / 6";NULL;Centralno;4;NULL;507500;Srbija;Novogradnja;NULL;NULL
9908;flat;sale;Beograd;"Vračar (Hram)";152;2020;NULL;"1 / 6";NULL;Samostalno;4;NULL;483990;Srbija;Novogradnja;NULL;NULL
6625;flat;sale;Beograd;"Dedinje (Beli dvor)";199;2019;NULL;"2 / 2";Da;Klima;6;2;435000;Srbija;Novogradnja;NULL;NULL
9471;flat;sale;Beograd;"Dedinje (Beli dvor)";114;2020;NULL;"1 / 3";NULL;Samostalno;4;NULL;399000;Srbija;Novogradnja;NULL;NULL
9937;flat;sale;Beograd;Voždovac;175;2020;NULL;"5 / 5";Da;Samostalno;5;NULL;398000;Srbija;Novogradnja;NULL;NULL
5175;flat;sale;Beograd;Čubura;112;2019;NULL;"5 / 6";Da;"Centralno, Klima";3;3;385000;Srbija;Novogradnja;NULL;NULL
6640;flat;sale;Beograd;"Dedinje (Beli dvor)";112;2019;NULL;"2 / 2";NULL;"Centralno, Klima";4;1;385000;Srbija;Novogradnja;NULL;NULL
574;flat;sale;Beograd;"Dedinje (Beli dvor)";183;2020;NULL;"3 / 4";Da;"Samostalno, Klima";5;NULL;380000;Srbija;Novogradnja;NULL;NULL
5174;flat;sale;Beograd;Čubura;112;2019;NULL;"4 / 6";Da;"Centralno, Klima";3;3;375000;Srbija;Novogradnja;NULL;NULL
5046;flat;sale;Beograd;Čubura;122;2019;NULL;"- / 6";NULL;Centralno;3;3;366000;Srbija;U;NULL;NULL
9503;flat;sale;Beograd;"Beograd na vodi";90;2020;NULL;"1 / 5";NULL;Centralno;3;NULL;365000;Srbija;Novogradnja;NULL;kalorimetri
5451;flat;sale;Beograd;Voždovac;112;2020;NULL;"1 / 4";Da;Klima;4;NULL;350000;Srbija;Novogradnja;NULL;NULL
5159;flat;sale;Beograd;Čubura;127;2020;NULL;"4 / 5";Da;Centralno;3;1;349250;Srbija;Novogradnja;NULL;NULL
6057;flat;sale;Beograd;Čubura;124;2020;NULL;"- / 6";NULL;"Centralno, Klima";4;2;347200;Srbija;Novogradnja;NULL;NULL
9467;flat;sale;Beograd;"Dedinje (Beli dvor)";98;2020;NULL;"1 / 3";NULL;Samostalno;3;NULL;343000;Srbija;Novogradnja;NULL;NULL
6841;flat;sale;Beograd;"Dedinje (Beli dvor)";131;2020;NULL;"2 / 4";Da;"Samostalno, Klima";4;NULL;341000;Srbija;Novogradnja;NULL;NULL
8427;flat;sale;Beograd;Zvezdara;174;2019;NULL;"7 / 7";Da;Centralno;4;NULL;330600;Srbija;Novogradnja;NULL;NULL
5168;flat;sale;Beograd;Čubura;102;2019;NULL;"1 / 6";Da;"Centralno, Klima";3;3;330000;Srbija;Novogradnja;NULL;NULL
7505;flat;sale;Beograd;Voždovac;112;2019;NULL;"1 / 4";Da;Klima;4;1;325000;Srbija;Novogradnja;NULL;NULL
1243;flat;sale;Beograd;Čubura;128;2020;NULL;"5 / 5";NULL;Centralno;3;NULL;320300;Srbija;Novogradnja;NULL;NULL
9523;flat;sale;Beograd;"Dedinje (Beli dvor)";132;2020;NULL;"2 / 4";NULL;Centralno;4;NULL;318980;Srbija;Standardna;NULL;NULL
9054;flat;sale;Beograd;"Crveni krst";118;2020;NULL;"4 / 6";NULL;Klima;4;1;318900;Srbija;U;NULL;NULL
9889;flat;sale;Beograd;Čubura;128;2020;NULL;"4 / 5";NULL;Centralno;4;NULL;318725;Srbija;Novogradnja;NULL;NULL
9893;flat;sale;Beograd;"Vračar (Centar)";127;2020;NULL;"4 / 7";NULL;Centralno;4;NULL;317500;Srbija;Novogradnja;NULL;NULL
9531;flat;sale;Beograd;"Dedinje (Beli dvor)";131;2020;NULL;"4 / 4";NULL;Centralno;3;NULL;317335;Srbija;Novogradnja;NULL;NULL
7999;flat;sale;Beograd;"Novi Beograd Blok 65";118;2020;NULL;"7 / 9";NULL;Centralno;4;3;312000;Srbija;Novogradnja;NULL;kalorimetri
6745;flat;sale;Beograd;"Filmski grad";167;2019;NULL;"2 / 2";NULL;Klima;4;2;310000;Srbija;Novogradnja;NULL;NULL
9885;flat;sale;Beograd;"Vračar (Centar)";124;2020;NULL;"6 / 7";NULL;Centralno;4;NULL;310000;Srbija;Novogradnja;NULL;NULL
9897;flat;sale;Beograd;"Vračar (Centar)";124;2020;NULL;"6 / 7";NULL;Centralno;4;NULL;310000;Srbija;Novogradnja;NULL;NULL
10073;home;sale;Beograd;"Filmski grad";167;2019;NULL;NULL;NULL;Klima;4;2;310000;Srbija;Novogradnja;NULL;NULL
9913;flat;sale;Beograd;Voždovac;136;2020;NULL;"5 / 5";Da;Samostalno;3;NULL;308750;Srbija;Novogradnja;NULL;NULL
6801;flat;sale;Beograd;"Dedinje (Beli dvor)";129;2020;NULL;"1 / 4";Da;"Samostalno, Klima";4;NULL;308000;Srbija;Novogradnja;NULL;NULL
9764;flat;sale;Beograd;"Dedinje (Beli dvor)";75;2020;NULL;"1 / 2";NULL;Samostalno;3;NULL;301500;Srbija;Novogradnja;NULL;NULL
9635;home;sale;"Novi Sad";"DESANKE MAKSIMOVIĆ - INĐIJA";211;2019;NULL;NULL;NULL;Samostalno;4;NULL;300000;Srbija;Standardna;NULL;NULL
7913;flat;sale;Beograd;"Stari Grad";95;2019;NULL;"8 / 8";NULL;"Centralno, Klima";4;2;289000;Srbija;Novogradnja;NULL;NULL
9852;flat;sale;Beograd;"Gornji Dorćol";102;2020;NULL;"7 / 9";NULL;Centralno;3;NULL;286000;Srbija;Novogradnja;NULL;kalorimetri
8688;flat;sale;Beograd;"Beograd na vodi";83;2020;NULL;"9 / 17";Da;"Centralno, Klima";2;2;285000;Srbija;Standardna;NULL;NULL
8261;flat;sale;Beograd;Voždovac;127;2019;NULL;"3 / 5";NULL;Centralno;4;NULL;280000;Srbija;U;NULL;kalorimetri
8251;flat;sale;Beograd;Voždovac;101;2019;NULL;"6 / 6";Da;"Centralno, Klima";4;NULL;278000;Srbija;Novogradnja;NULL;NULL
9537;flat;sale;Beograd;"Dedinje (Beli dvor)";126;2020;NULL;"- / 4";NULL;Centralno;4;NULL;277244;Srbija;Novogradnja;NULL;pumpa
6797;flat;sale;Beograd;"Dedinje (Beli dvor)";117;2020;NULL;"3 / 4";Da;"Samostalno, Klima";4;NULL;275000;Srbija;Novogradnja;NULL;NULL
7320;flat;sale;Beograd;"Dedinje (Beli dvor)";117;2020;NULL;"2 / 4";NULL;NULL;4;NULL;275000;Srbija;Standardna;NULL;NULL
1241;flat;sale;Beograd;"Vračar (Centar)";109;2020;NULL;"2 / 7";NULL;Centralno;4;NULL;272500;Srbija;Novogradnja;NULL;NULL
7429;flat;sale;Beograd;Senjak;82;2019;NULL;"1 / 2";Da;NULL;3;NULL;270928;Srbija;Novogradnja;NULL;NULL
8001;flat;sale;Beograd;"Novi Beograd Blok 65";101;2020;NULL;"5 / 9";NULL;Centralno;4;3;267640;Srbija;Novogradnja;NULL;kalorimetri
9860;flat;sale;Beograd;"Gornji Dorćol";107;2020;NULL;"1 / 5";NULL;Centralno;4;NULL;267500;Srbija;Novogradnja;NULL;kalorimetri
1300;flat;sale;Beograd;Voždovac;102;2019;NULL;"3 / 4";Da;Samostalno;4;NULL;265500;Srbija;Novogradnja;NULL;NULL
9509;flat;sale;Beograd;"Dedinje (Beli dvor)";75;2020;NULL;"1 / 3";NULL;Samostalno;3;NULL;262500;Srbija;Novogradnja;NULL;NULL
5016;flat;sale;Beograd;"Banovo brdo";113;2020;NULL;"- / 3";Da;"Samostalno, Klima";4;1;260000;Srbija;Novogradnja;NULL;NULL
7521;flat;sale;Beograd;"Lekino brdo";130;2020;NULL;"4 / 4";NULL;"Centralno, Klima";5;2;241800;Srbija;U;NULL;kalorimetri
4036;flat;sale;Beograd;"Banovo brdo";102;2020;NULL;"2 / 4";Da;"Centralno, Klima";4;NULL;240000;Srbija;Novogradnja;NULL;NULL
9320;flat;sale;Beograd;"Banovo brdo";102;2020;NULL;"2 / 4";Da;"Centralno, Klima";4;NULL;240000;Srbija;Novogradnja;NULL;NULL
9549;flat;sale;Beograd;"Banovo brdo";102;2020;NULL;"2 / 4";Da;Centralno;4;NULL;240000;Srbija;Novogradnja;NULL;NULL
5179;flat;sale;Beograd;Voždovac;91;2019;NULL;"3 / -";NULL;"Samostalno, Klima";3;2;227500;Srbija;Standardna;NULL;NULL
1288;flat;sale;Beograd;"Dedinje (Beli dvor)";103;2019;NULL;"1 / 3";Da;Samostalno;3;NULL;227000;Srbija;Novogradnja;NULL;NULL
8413;flat;sale;Beograd;Zvezdara;125;2019;NULL;"5 / 7";Da;Centralno;4;NULL;225000;Srbija;Novogradnja;NULL;NULL
8255;flat;sale;Beograd;Zvezdara;89;2019;NULL;"- / 7";NULL;Centralno;3;NULL;222500;Srbija;Novogradnja;NULL;kalorimetri
8414;flat;sale;Beograd;Zvezdara;123;2019;NULL;"5 / 7";Da;Centralno;4;NULL;221400;Srbija;Novogradnja;NULL;NULL
2419;flat;sale;Beograd;"Beograd na vodi";79;2020;NULL;"3 / 24";NULL;Centralno;3;NULL;220888;Srbija;Standardna;NULL;NULL
10026;flat;sale;"Novi Sad";Grbavica;134;2020;NULL;"5 / 6";Da;"Centralno, Klima";4;2;220680;Srbija;Novogradnja;NULL;NULL
2422;flat;sale;Beograd;"Beograd na vodi";81;2020;NULL;"1 / 23";NULL;Centralno;3;NULL;219888;Srbija;Novogradnja;NULL;NULL
9525;flat;sale;Beograd;"Partizanov stadion";90;2020;NULL;"4 / 4";NULL;Centralno;2;NULL;219704;Srbija;Novogradnja;NULL;NULL
2447;flat;sale;Beograd;"Beograd na vodi";79;2020;NULL;"2 / 24";NULL;Centralno;3;NULL;218888;Srbija;Novogradnja;NULL;NULL
5178;flat;sale;Beograd;Voždovac;85;2019;NULL;"3 / -";NULL;"Samostalno, Klima";3;2;212500;Srbija;Standardna;NULL;NULL
1710;flat;sale;Beograd;"Gornji Dorćol";70;2020;NULL;"3 / 5";NULL;Centralno;3;NULL;209000;Srbija;Novogradnja;NULL;NULL
2437;flat;sale;Beograd;Tašmajdan;82;2020;NULL;"1 / 5";NULL;Centralno;3;NULL;208690;Srbija;Standardna;NULL;NULL
8000;flat;sale;Beograd;"Vračar (Centar)";96;2020;NULL;"4 / 5";NULL;Samostalno;4;2;204500;Srbija;Novogradnja;NULL;NULL
9614;flat;sale;Beograd;"Novi Beograd Blok 67a";76;2019;NULL;"1 / 13";NULL;Centralno;2;NULL;204000;Srbija;Standardna;NULL;NULL
3532;flat;sale;Beograd;Tašmajdan;78;2020;NULL;"- / 6";Da;"Centralno, Klima";3;1;203918;Srbija;Novogradnja;NULL;NULL
6399;flat;sale;Beograd;"Vračar (Centar)";88;2020;NULL;"1 / 4";NULL;Centralno;4;NULL;203903;Srbija;Novogradnja;NULL;NULL
9529;flat;sale;Beograd;"Partizanov stadion";122;2020;NULL;"- / 4";NULL;Centralno;3;NULL;201300;Srbija;Novogradnja;NULL;NULL
3518;flat;sale;Zlatibor;Centar;110;2020;NULL;"5 / 5";Da;"Centralno, Klima";3;2;200000;Srbija;Novogradnja;NULL;NULL
1306;flat;sale;Beograd;Voždovac;84;2020;NULL;"3 / 3";NULL;Centralno;4;NULL;199900;Srbija;Novogradnja;NULL;kalorimetri
5624;flat;sale;Beograd;Voždovac;84;2020;NULL;"3 / 3";NULL;Samostalno;4;NULL;199900;Srbija;Standardna;NULL;NULL
6763;flat;sale;Beograd;Autokomanda;100;2020;NULL;"2 / 5";NULL;Centralno;4;2;199680;Srbija;Standardna;NULL;kalorimetri
10038;flat;sale;Petrovaradin;NULL;133;2020;NULL;"3 / 3";NULL;Klima;5;2;198600;Srbija;Novogradnja;NULL;kalorimetri
6002;flat;sale;Beograd;"Vračar (Centar)";85;2020;NULL;"1 / 4";NULL;Centralno;3;NULL;196442;Srbija;Novogradnja;NULL;NULL
9757;flat;sale;Beograd;"Botanička bašta";74;2020;NULL;"1 / 3";NULL;Samostalno;3;NULL;193900;Srbija;Novogradnja;NULL;NULL
9778;flat;sale;Beograd;"Botanička bašta";74;2020;NULL;"3 / 3";NULL;Samostalno;3;NULL;193900;Srbija;Novogradnja;NULL;NULL
8528;flat;sale;Beograd;Senjak;78;2019;NULL;"2 / 2";Da;NULL;3;NULL;193721;Srbija;Novogradnja;NULL;NULL
8257;flat;sale;Beograd;Zvezdara;77;2019;NULL;"1 / 7";NULL;Centralno;3;NULL;192500;Srbija;Novogradnja;NULL;kalorimetri
9596;flat;sale;Beograd;Kalemegdan;96;2020;NULL;"- / 2";Da;Samostalno;3;NULL;192000;Srbija;Novogradnja;NULL;NULL
2428;flat;sale;Beograd;Voždovac;80;2020;NULL;"1 / 3";NULL;Samostalno;4;NULL;191500;Srbija;Novogradnja;NULL;NULL
9829;flat;sale;Beograd;Voždovac;80;2020;NULL;"1 / 3";NULL;Centralno;4;NULL;191500;Srbija;Novogradnja;NULL;kalorimetri
9528;flat;sale;Beograd;"Dedinje (Beli dvor)";79;2020;NULL;"2 / 4";NULL;Centralno;3;NULL;190914;Srbija;Novogradnja;NULL;NULL
1563;flat;sale;Beograd;"Gundulićev venac";65;2019;NULL;"3 / 6";NULL;Centralno;3;NULL;190000;Srbija;Standardna;NULL;NULL
1590;flat;sale;Beograd;"Partizanov stadion";78;2020;NULL;"3 / 4";NULL;Centralno;3;NULL;189583;Srbija;Novogradnja;NULL;NULL
1594;flat;sale;Beograd;"Dedinje (Beli dvor)";78;2020;NULL;"4 / 4";NULL;Centralno;2;NULL;189583;Srbija;Novogradnja;NULL;NULL
8348;flat;sale;Beograd;"Dedinje (RTV Pink)";78;2019;NULL;"3 / 4";Da;NULL;3;NULL;189582;Srbija;Novogradnja;NULL;NULL
3529;flat;sale;Beograd;Tašmajdan;72;2020;NULL;"1 / 6";Da;"Centralno, Klima";3;1;187876;Srbija;Novogradnja;NULL;NULL
1297;flat;sale;Beograd;Voždovac;83;2020;NULL;"2 / 5";Da;Samostalno;3;NULL;187850;Srbija;Novogradnja;NULL;NULL
1304;flat;sale;Beograd;Voždovac;83;2020;NULL;"1 / 5";Da;Samostalno;3;NULL;187850;Srbija;Novogradnja;NULL;NULL
9818;flat;sale;Beograd;Voždovac;83;2020;NULL;"3 / 5";Da;Samostalno;3;NULL;187850;Srbija;Novogradnja;NULL;NULL
9827;flat;sale;Beograd;Voždovac;83;2020;NULL;"4 / 5";Da;Samostalno;3;NULL;187850;Srbija;Novogradnja;NULL;NULL
1335;flat;sale;Beograd;"Botanička bašta";65;2019;NULL;"3 / 6";NULL;Centralno;3;NULL;184000;Srbija;Novogradnja;NULL;kalorimetri
276;flat;sale;Bar;NULL;NULL;2019;NULL;"- / -";NULL;Centralno;NULL;NULL;182096;"Crna Gora";U;yes;NULL
9805;flat;sale;Beograd;Voždovac;80;2020;NULL;"- / 5";Da;Samostalno;3;NULL;181650;Srbija;Novogradnja;NULL;NULL
5021;flat;sale;Beograd;"Lekino brdo";82;2020;NULL;"3 / 4";Da;"Samostalno, Klima";4;1;180400;Srbija;Novogradnja;NULL;NULL
5024;flat;sale;Beograd;"Lekino brdo";82;2020;NULL;"3 / 4";Da;"Samostalno, Klima";4;1;180400;Srbija;Novogradnja;NULL;NULL
5030;flat;sale;Beograd;"Lekino brdo";82;2020;NULL;"4 / 5";Da;"Samostalno, Klima";4;1;180400;Srbija;Novogradnja;NULL;NULL
5038;flat;sale;Beograd;"Lekino brdo";82;2020;NULL;"3 / 4";Da;"Samostalno, Klima";4;1;180400;Srbija;Novogradnja;NULL;NULL
5072;flat;sale;Beograd;"Lekino brdo";82;2020;NULL;"3 / 4";Da;"Samostalno, Klima";4;1;180400;Srbija;Novogradnja;NULL;NULL
7111;flat;sale;Beograd;Kalemegdan;56;2020;NULL;"2 / 8";NULL;Centralno;2;1;180000;Srbija;Novogradnja;NULL;kalorimetri
9513;flat;sale;Beograd;"Novi Beograd Blok 37";61;2020;NULL;"1 / 8";Da;Centralno;2;NULL;180000;Srbija;Novogradnja;NULL;NULL
10162;flat;sale;Beograd;"Crveni krst";65;2020;NULL;"2 / 8";NULL;Samostalno;2;1;178750;Srbija;U;NULL;NULL
7437;flat;sale;Beograd;Voždovac;96;2020;NULL;"5 / 5";Da;Samostalno;3;NULL;176650;Srbija;Novogradnja;NULL;NULL
8786;flat;sale;Beograd;"Južni bulevar";82;2020;NULL;"3 / 6";Da;"Centralno, Klima";3;2;176300;Srbija;Novogradnja;NULL;NULL
3519;flat;sale;Beograd;"Crveni krst";75;2020;NULL;"3 / 5";NULL;"Samostalno, Klima";3;1;175000;Srbija;Standardna;NULL;NULL
5180;flat;sale;Beograd;Voždovac;81;2019;NULL;"1 / -";NULL;"Samostalno, Klima";3;2;174150;Srbija;Standardna;NULL;NULL
7844;flat;sale;Beograd;Autokomanda;87;2020;NULL;"1 / 5";NULL;Centralno;3;2;173340;Srbija;Standardna;NULL;kalorimetri
1343;flat;sale;Beograd;"Botanička bašta";66;2020;NULL;"3 / 3";NULL;Samostalno;3;NULL;172900;Srbija;Novogradnja;NULL;NULL
9742;flat;sale;Beograd;"Botanička bašta";66;2020;NULL;"1 / 3";NULL;Samostalno;3;NULL;172900;Srbija;Novogradnja;NULL;NULL
2083;flat;sale;Beograd;"Gornji Dorćol";60;2019;NULL;"2 / 6";NULL;Samostalno;3;NULL;172000;Srbija;Standardna;NULL;NULL
3660;flat;sale;Beograd;"Beograd na vodi";55;2020;NULL;"1 / 16";NULL;Centralno;2;1;165888;Srbija;U;NULL;NULL
1333;flat;sale;Beograd;Voždovac;64;2019;NULL;"1 / 4";Da;Samostalno;3;NULL;165500;Srbija;Novogradnja;NULL;NULL
8005;flat;sale;Beograd;"Denkova bašta";101;2019;NULL;"1 / 8";Da;Centralno;4;3;165000;Srbija;Novogradnja;NULL;NULL
9590;flat;sale;Beograd;"Zemun (Novi Grad)";91;2020;NULL;"2 / 2";Da;Samostalno;3;NULL;163800;Srbija;Novogradnja;NULL;NULL
1352;flat;sale;Beograd;Voždovac;62;2019;NULL;"4 / 4";Da;Samostalno;3;NULL;163500;Srbija;Novogradnja;NULL;NULL
9776;flat;sale;Beograd;Voždovac;72;2020;NULL;"- / 5";Da;Samostalno;2;NULL;163250;Srbija;Novogradnja;NULL;NULL
1351;flat;sale;Beograd;Voždovac;62;2019;NULL;"- / 4";Da;Samostalno;3;NULL;161500;Srbija;Novogradnja;NULL;NULL
1091;flat;sale;Beograd;"Crveni krst";69;2020;NULL;"0 / 3";NULL;Centralno;3;NULL;158535;Srbija;Novogradnja;NULL;kalorimetri
998;flat;sale;Beograd;Autokomanda;75;2019;NULL;"3 / 4";NULL;Samostalno;3;NULL;156750;Srbija;Novogradnja;NULL;NULL
10173;flat;sale;Beograd;"Crveni krst";55;2020;NULL;"6 / 8";NULL;Samostalno;2;1;156299;Srbija;U;NULL;NULL
7524;flat;sale;Beograd;"Lekino brdo";78;2020;NULL;"2 / 5";Da;Klima;4;2;156000;Srbija;U;NULL;NULL
7522;flat;sale;Beograd;"Lekino brdo";82;2020;NULL;"2 / 4";NULL;"Centralno, Klima";4;2;152520;Srbija;U;NULL;kalorimetri
7992;flat;sale;"Novi Sad";Centar;65;2020;NULL;"4 / 6";NULL;Centralno;3;1;150640;Srbija;Novogradnja;NULL;NULL
8409;flat;sale;Beograd;Zvezdara;86;2019;NULL;"1 / 7";Da;Centralno;3;NULL;150500;Srbija;Novogradnja;NULL;NULL
6626;flat;sale;Beograd;"Banovo brdo";60;2020;NULL;"3 / 8";Da;"Centralno, Klima";2;1;150350;Srbija;Novogradnja;NULL;kalorimetri
1305;flat;sale;Beograd;"Lekino brdo";83;2019;NULL;"1 / 4";NULL;Samostalno;3;NULL;150000;Srbija;Novogradnja;NULL;NULL
6915;flat;sale;Beograd;Voždovac;81;2020;NULL;"- / 3";NULL;NULL;3;NULL;150000;Srbija;U;NULL;NULL
8185;flat;sale;Beograd;Zvezdara;63;2019;NULL;"5 / 6";Da;Centralno;3;NULL;150000;Srbija;Novogradnja;NULL;NULL
8266;flat;sale;Beograd;Voždovac;83;2019;NULL;"1 / 4";NULL;"Samostalno, Klima";3;NULL;150000;Srbija;Novogradnja;NULL;NULL
8410;flat;sale;Beograd;Zvezdara;88;2019;NULL;"1 / 7";Da;Centralno;3;NULL;149600;Srbija;Novogradnja;NULL;NULL
7119;flat;sale;Beograd;"Crveni krst";61;2019;NULL;"3 / 5";NULL;Centralno;3;1;149500;Srbija;Novogradnja;NULL;NULL
9385;flat;sale;Beograd;"Crveni krst";61;2019;NULL;"3 / 4";NULL;Centralno;3;NULL;149500;Srbija;Novogradnja;NULL;NULL
6412;flat;sale;Beograd;Zvezdara;75;2019;NULL;"2 / 6";NULL;Centralno;3;NULL;149250;Srbija;Novogradnja;NULL;NULL
1447;flat;sale;Beograd;Voždovac;57;2019;NULL;"- / 4";Da;Samostalno;3;NULL;149000;Srbija;Novogradnja;NULL;NULL
9213;flat;sale;Beograd;"Lekino brdo";78;2020;NULL;"4 / 4";NULL;"Samostalno, Klima";4;2;148200;Srbija;U;NULL;NULL
1344;flat;sale;Beograd;"Dedinje (Beli dvor)";67;2019;NULL;"1 / 3";Da;Samostalno;2;NULL;143000;Srbija;Novogradnja;NULL;NULL
2523;flat;sale;Beograd;Voždovac;79;2020;NULL;"3 / 9";NULL;Centralno;4;NULL;142200;Srbija;Novogradnja;NULL;NULL
1675;flat;sale;Beograd;"Novi Beograd Blok 58";39;2020;NULL;"3 / 6";NULL;NULL;2;NULL;140000;Srbija;Standardna;NULL;NULL
8362;flat;sale;Beograd;"Mirijevo I";120;2019;NULL;"- / -";Da;Samostalno;4;NULL;140000;Srbija;Novogradnja;NULL;NULL
5183;flat;sale;Beograd;Autokomanda;68;2019;NULL;"1 / 3";NULL;Klima;3;1;139500;Srbija;Novogradnja;NULL;NULL
10398;flat;sale;Beograd;"Lekino brdo";66;2019;NULL;"2 / 4";Da;NULL;3;NULL;139500;Srbija;Novogradnja;NULL;NULL
2486;flat;sale;Beograd;"Lekino brdo";67;2020;NULL;"- / 4";NULL;Samostalno;3;NULL;138850;Srbija;Novogradnja;NULL;NULL
10410;flat;sale;Beograd;Voždovac;75;2019;NULL;"1 / 4";NULL;Samostalno;4;NULL;138750;Srbija;Novogradnja;NULL;NULL
2795;flat;sale;Beograd;"Zemun (Centar)";85;2019;NULL;"1 / 4";Da;Samostalno;4;1;135500;Srbija;Standardna;NULL;NULL
2750;flat;sale;Beograd;"Zemun (Save Kovačevića)";73;2020;NULL;"1 / 4";NULL;NULL;4;2;135000;Srbija;Novogradnja;NULL;NULL
8788;flat;sale;Beograd;"Denkova bašta";78;2020;NULL;"7 / 8";Da;"Centralno, Klima";3;2;134000;Srbija;Novogradnja;NULL;NULL
9496;flat;sale;Beograd;Voždovac;68;2019;NULL;"- / 2";Da;Samostalno;4;NULL;134000;Srbija;Novogradnja;NULL;NULL
10177;flat;sale;Beograd;"Crveni krst";46;2020;NULL;"- / 8";NULL;Samostalno;2;1;130702;Srbija;U;NULL;NULL
8780;flat;sale;Beograd;"Lekino brdo";66;2020;NULL;"2 / 4";NULL;Samostalno;3;1;130500;Srbija;Novogradnja;NULL;NULL
2889;flat;sale;Beograd;"Lekino brdo";61;2020;NULL;"- / 4";NULL;Centralno;3;1;129000;Srbija;U;NULL;NULL
3614;flat;sale;Beograd;"Lekino brdo";61;2020;NULL;"- / 4";NULL;Centralno;3;1;129000;Srbija;U;NULL;NULL
8721;flat;sale;Beograd;Tašmajdan;49;2020;NULL;"2 / 6";Da;"Centralno, Klima";2;1;128362;Srbija;Novogradnja;NULL;NULL
7824;flat;sale;Beograd;"Novi Beograd Blok 60";59;2020;NULL;"2 / -";Da;"Centralno, Klima";2;1;128088;Srbija;Novogradnja;NULL;kalorimetri
1718;flat;sale;Beograd;Voždovac;64;2019;NULL;"- / 2";Da;Samostalno;3;NULL;128000;Srbija;Standardna;NULL;NULL
9438;flat;sale;Beograd;"CARA DUŠANA (ZEMUN)";77;2019;NULL;"1 / 4";NULL;Samostalno;3;NULL;128000;Srbija;Novogradnja;NULL;NULL
9524;flat;sale;Beograd;Autokomanda;67;2020;NULL;"2 / 7";NULL;Centralno;3;NULL;126960;Srbija;Novogradnja;NULL;NULL
2097;flat;sale;Beograd;Konjarnik;55;2019;NULL;"- / 7";Da;Samostalno;3;NULL;126500;Srbija;Novogradnja;NULL;NULL
8782;flat;sale;Beograd;"Lekino brdo";63;2020;NULL;"1 / 4";NULL;Samostalno;3;1;125740;Srbija;Novogradnja;NULL;NULL
6835;flat;sale;Beograd;"Cvetkova pijaca";85;2019;NULL;"4 / 4";Da;"Centralno, Klima";3;NULL;125600;Srbija;Novogradnja;NULL;NULL
8783;flat;sale;Beograd;"Lekino brdo";67;2020;NULL;"- / 4";NULL;Samostalno;3;1;125370;Srbija;Novogradnja;NULL;NULL
1595;flat;sale;Beograd;"Vukov spomenik";55;2020;NULL;"4 / 7";NULL;Centralno;2;NULL;125000;Srbija;Novogradnja;NULL;NULL
5509;flat;sale;Beograd;Zvezdara;55;2019;NULL;"- / 5";Da;"Samostalno, Klima";2;NULL;125000;Srbija;Novogradnja;NULL;NULL
8455;flat;sale;Beograd;"Učiteljsko naselje";55;2019;NULL;"- / 5";Da;Klima;2;1;125000;Srbija;Standardna;NULL;NULL
9535;flat;sale;Beograd;Autokomanda;66;2020;NULL;"4 / 7";NULL;Centralno;3;NULL;124780;Srbija;Novogradnja;NULL;NULL
5487;flat;sale;Beograd;"Zemun (Gornji grad)";53;2020;NULL;"2 / 2";Da;Klima;2;NULL;123000;Srbija;Novogradnja;NULL;pumpa
8718;flat;sale;Beograd;Tašmajdan;47;2020;NULL;"2 / 6";Da;"Centralno, Klima";2;1;122200;Srbija;Novogradnja;NULL;NULL
5549;flat;sale;Beograd;Zvezdara;51;2020;NULL;"- / 3";Da;Samostalno;3;NULL;122000;Srbija;Novogradnja;NULL;NULL
